age,female,black,white,born_usa,single,salary,degree,major,slf_emp,discrimination,happy,life
,0,0,1,yes,yes,49005.0,high school,,someone else,0,pretty happy,routine
22.0,1,0,1,yes,no,,high school,,someone else,0,not too happy,exciting
24.0,1,1,0,yes,no,,high school,,someone else,0,not too happy,routine
44.0,1,1,0,yes,yes,363.0,high school,,someone else,0,not too happy,dull
24.0,0,0,1,yes,no,72600.0,high school,,someone else,1,pretty happy,exciting
78.0,1,0,1,yes,no,,high school,,someone else,1,not too happy,routine
38.0,0,0,1,no,no,17242.0,lt high school,,someone else,0,very happy,routine
70.0,1,0,1,yes,yes,,high school,,someone else,0,not too happy,routine
69.0,0,0,1,yes,,,high school,,someone else,0,very happy,
84.0,1,0,1,yes,no,,high school,,someone else,0,pretty happy,routine
74.0,0,0,1,yes,,,high school,,someone else,1,pretty happy,
37.0,0,0,1,yes,,72600.0,graduate,business administration,someone else,0,very happy,
80.0,0,0,1,yes,yes,,high school,,someone else,0,pretty happy,routine
37.0,1,0,1,yes,no,32670.0,high school,,someone else,0,pretty happy,routine
33.0,1,0,1,yes,,39930.0,high school,,someone else,0,very happy,
74.0,0,0,1,yes,yes,,high school,,someone else,0,pretty happy,routine
57.0,1,0,1,yes,,49005.0,graduate,psychology,someone else,0,pretty happy,
36.0,0,0,1,yes,no,49005.0,graduate,architecture,someone else,0,pretty happy,exciting
58.0,0,0,1,yes,yes,49005.0,lt high school,,someone else,0,pretty happy,exciting
50.0,0,0,1,yes,no,49005.0,high school,,someone else,0,pretty happy,routine
64.0,0,0,1,yes,no,,bachelor,computer science,someone else,1,pretty happy,routine
43.0,0,0,1,yes,,32670.0,bachelor,nursing,someone else,0,very happy,
72.0,0,0,1,no,yes,,graduate,history,someone else,0,not too happy,routine
31.0,1,0,1,yes,no,27225.0,bachelor,education,someone else,0,very happy,routine
36.0,1,0,1,yes,yes,23595.0,bachelor,psychology,someone else,0,pretty happy,exciting
29.0,1,0,1,yes,no,9982.0,high school,,someone else,0,pretty happy,exciting
80.0,1,0,1,yes,no,,bachelor,nursing,someone else,1,very happy,routine
61.0,0,0,1,yes,yes,3993.0,high school,,self-employed,0,not too happy,routine
53.0,0,0,1,yes,,72600.0,lt high school,,self-employed,0,pretty happy,
52.0,1,0,1,yes,no,11798.0,junior college,other,self-employed,0,pretty happy,exciting
37.0,0,0,0,no,,32670.0,high school,,someone else,0,very happy,
30.0,1,0,1,yes,no,,high school,,,0,pretty happy,routine
36.0,0,0,1,yes,,13612.0,high school,,someone else,0,pretty happy,
22.0,0,0,1,yes,,6534.0,high school,,someone else,0,pretty happy,
20.0,0,0,1,yes,yes,3267.0,high school,,someone else,0,pretty happy,exciting
31.0,1,1,0,yes,no,15428.0,high school,,someone else,0,pretty happy,exciting
74.0,0,0,1,yes,no,,high school,,someone else,0,pretty happy,routine
83.0,1,0,1,yes,,,lt high school,,someone else,1,pretty happy,
61.0,0,0,1,yes,no,101640.0,junior college,electronics,self-employed,0,,exciting
58.0,1,0,1,yes,yes,,high school,,someone else,0,pretty happy,routine
63.0,0,0,1,yes,,,high school,,someone else,1,pretty happy,
67.0,1,0,1,yes,yes,9982.0,high school,,self-employed,0,pretty happy,routine
50.0,0,0,0,yes,no,27225.0,bachelor,engineering,someone else,1,not too happy,dull
29.0,0,0,0,yes,,27225.0,lt high school,,someone else,0,pretty happy,
59.0,0,0,1,no,no,23595.0,high school,,someone else,0,pretty happy,exciting
38.0,1,0,1,yes,no,39930.0,graduate,music,someone else,0,very happy,routine
32.0,1,0,1,yes,,49005.0,bachelor,business administration,someone else,0,very happy,
64.0,1,0,1,yes,no,19965.0,high school,,someone else,0,pretty happy,routine
30.0,1,0,1,yes,,49005.0,bachelor,business administration,someone else,0,pretty happy,
48.0,1,1,0,yes,yes,,high school,,someone else,1,not too happy,routine
44.0,0,0,1,yes,yes,39930.0,high school,,someone else,0,very happy,exciting
25.0,0,0,1,yes,yes,32670.0,bachelor,economics,someone else,0,very happy,exciting
60.0,0,1,0,yes,,59895.0,bachelor,industry & techn,someone else,0,very happy,
46.0,0,0,1,yes,yes,,high school,,someone else,0,pretty happy,routine
86.0,1,0,1,yes,yes,,high school,,someone else,1,very happy,exciting
29.0,1,1,0,yes,yes,,lt high school,,someone else,1,pretty happy,dull
50.0,1,0,1,yes,yes,39930.0,bachelor,liberal arts,someone else,1,very happy,exciting
79.0,1,0,1,yes,no,,bachelor,education,someone else,1,very happy,exciting
29.0,0,0,1,no,,17242.0,bachelor,art,someone else,0,pretty happy,
50.0,1,0,1,yes,yes,39930.0,high school,,someone else,0,pretty happy,exciting
61.0,0,0,1,yes,yes,,bachelor,psychology,someone else,0,not too happy,routine
23.0,1,0,1,no,,,high school,,someone else,0,not too happy,
29.0,1,0,1,yes,no,15428.0,junior college,liberal arts,someone else,0,very happy,routine
80.0,1,0,1,yes,,,high school,,someone else,1,pretty happy,
71.0,1,0,1,yes,no,,lt high school,,,1,not too happy,routine
55.0,0,0,1,yes,yes,,high school,,someone else,1,not too happy,routine
80.0,1,0,1,yes,no,,high school,,someone else,1,pretty happy,routine
57.0,1,0,1,yes,,,junior college,health,someone else,1,not too happy,
47.0,0,0,1,yes,yes,49005.0,graduate,education,someone else,0,very happy,routine
61.0,1,0,1,yes,no,,junior college,business administration,someone else,0,pretty happy,exciting
64.0,1,0,1,yes,yes,27225.0,graduate,law,self-employed,0,not too happy,routine
43.0,0,1,0,yes,yes,13612.0,high school,,someone else,1,not too happy,dull
21.0,1,0,1,yes,,,high school,,someone else,0,not too happy,
60.0,1,0,1,yes,no,13612.0,high school,,someone else,0,very happy,routine
46.0,1,0,1,yes,,,high school,,someone else,0,pretty happy,
43.0,1,0,0,no,no,6534.0,lt high school,,someone else,0,pretty happy,exciting
66.0,0,0,1,yes,,,high school,,someone else,0,not too happy,
54.0,0,0,1,no,,23595.0,bachelor,other,self-employed,1,pretty happy,
36.0,1,0,1,yes,yes,,junior college,human services/human resources,someone else,1,not too happy,routine
64.0,1,0,1,yes,yes,5445.0,high school,,someone else,1,not too happy,exciting
77.0,0,0,1,yes,,,high school,,someone else,0,pretty happy,
76.0,1,0,1,yes,yes,,bachelor,biology,someone else,1,pretty happy,exciting
,1,0,1,yes,yes,,high school,,someone else,0,pretty happy,routine
57.0,1,0,1,yes,yes,,junior college,business administration,someone else,0,pretty happy,exciting
63.0,1,0,1,yes,yes,59895.0,graduate,social work,someone else,0,pretty happy,exciting
66.0,1,0,1,yes,yes,363.0,graduate,education,self-employed,0,pretty happy,exciting
53.0,0,0,1,yes,,49005.0,bachelor,education,self-employed,0,pretty happy,
57.0,0,0,1,yes,yes,72600.0,graduate,english,someone else,0,very happy,routine
41.0,1,0,1,yes,yes,32670.0,high school,,someone else,0,very happy,exciting
38.0,0,0,1,yes,yes,39930.0,bachelor,psychology,someone else,0,pretty happy,exciting
34.0,0,0,1,yes,no,,high school,,someone else,1,pretty happy,exciting
72.0,0,0,1,yes,,,lt high school,,someone else,1,not too happy,
39.0,1,1,0,yes,yes,3993.0,high school,,someone else,0,not too happy,routine
32.0,0,0,1,yes,no,9982.0,high school,,self-employed,1,pretty happy,exciting
42.0,1,1,0,yes,,,bachelor,health,someone else,1,pretty happy,
32.0,1,1,0,no,yes,15428.0,high school,,someone else,0,not too happy,exciting
67.0,1,0,1,yes,yes,11798.0,graduate,education,someone else,0,pretty happy,exciting
57.0,0,0,1,yes,yes,27225.0,high school,,someone else,0,pretty happy,routine
35.0,0,0,1,yes,no,32670.0,high school,,someone else,1,pretty happy,routine
28.0,1,0,1,yes,no,,bachelor,business administration,someone else,0,pretty happy,exciting
52.0,1,0,1,yes,yes,59895.0,graduate,nursing,someone else,0,pretty happy,exciting
,0,0,1,yes,,,high school,,someone else,0,not too happy,routine
55.0,0,0,1,yes,no,,high school,,someone else,0,pretty happy,exciting
67.0,1,0,1,yes,no,,high school,,someone else,0,very happy,exciting
36.0,1,0,1,yes,,,high school,,someone else,0,pretty happy,
66.0,1,0,1,yes,no,23595.0,high school,,someone else,0,very happy,exciting
57.0,1,1,0,yes,no,1452.0,high school,,someone else,0,pretty happy,routine
48.0,1,0,1,no,no,,high school,,someone else,0,not too happy,routine
35.0,1,1,0,yes,,8168.0,high school,,someone else,1,pretty happy,
59.0,1,0,0,yes,yes,,high school,,someone else,1,not too happy,dull
59.0,0,0,1,no,yes,,lt high school,,someone else,0,not too happy,exciting
35.0,1,0,0,no,,8168.0,high school,,someone else,1,very happy,
52.0,1,0,1,yes,,,high school,,someone else,1,pretty happy,
37.0,0,0,1,yes,yes,32670.0,high school,,someone else,0,pretty happy,exciting
61.0,0,0,1,yes,,,high school,,someone else,1,pretty happy,
67.0,1,0,1,yes,yes,9982.0,high school,,someone else,0,pretty happy,dull
30.0,0,0,1,yes,yes,39930.0,high school,,someone else,0,pretty happy,exciting
56.0,1,1,0,yes,,49005.0,graduate,political science/international relations,someone else,0,very happy,
31.0,1,0,1,no,,,graduate,business administration,someone else,0,pretty happy,
51.0,1,0,1,yes,yes,19965.0,high school,,someone else,1,very happy,exciting
67.0,1,0,1,yes,yes,,bachelor,home economics,self-employed,0,pretty happy,routine
61.0,1,0,1,yes,no,,bachelor,business administration,someone else,0,very happy,routine
58.0,1,0,1,yes,no,,high school,,someone else,0,very happy,exciting
19.0,1,0,1,yes,,1452.0,lt high school,,someone else,0,pretty happy,
37.0,1,1,0,yes,no,59895.0,high school,,someone else,0,not too happy,exciting
78.0,0,0,1,yes,,,high school,,someone else,0,pretty happy,
62.0,0,0,1,yes,yes,,high school,,someone else,0,pretty happy,dull
45.0,1,0,1,yes,,32670.0,graduate,education,someone else,0,pretty happy,
68.0,1,0,1,yes,no,,lt high school,,someone else,0,pretty happy,exciting
37.0,0,0,1,yes,,32670.0,high school,,someone else,0,pretty happy,
63.0,0,0,1,yes,yes,,lt high school,,someone else,1,pretty happy,routine
74.0,0,0,1,yes,no,,high school,,someone else,0,not too happy,dull
69.0,1,0,1,yes,yes,8168.0,lt high school,,someone else,0,very happy,routine
59.0,1,0,1,yes,,,high school,,someone else,1,not too happy,
59.0,0,0,1,yes,no,,high school,,someone else,0,pretty happy,exciting
28.0,1,0,1,yes,yes,32670.0,bachelor,psychology,someone else,0,very happy,exciting
62.0,0,0,1,yes,,,high school,,someone else,0,not too happy,
30.0,1,0,1,yes,no,15428.0,junior college,psychology,someone else,1,not too happy,routine
52.0,0,1,0,yes,,,high school,,someone else,0,not too happy,
27.0,0,0,1,yes,yes,23595.0,bachelor,history,someone else,0,very happy,exciting
26.0,0,0,1,yes,no,,high school,,someone else,1,very happy,exciting
23.0,0,1,0,yes,,,high school,,,0,not too happy,routine
27.0,0,0,1,yes,no,,bachelor,physical education,someone else,0,very happy,exciting
23.0,1,0,1,yes,yes,3993.0,bachelor,english,someone else,0,not too happy,exciting
67.0,1,0,1,yes,,15428.0,graduate,education,someone else,1,pretty happy,
28.0,0,0,1,yes,yes,,junior college,engineering,,0,pretty happy,exciting
47.0,1,0,0,no,no,15428.0,bachelor,mathmatics,someone else,0,not too happy,routine
52.0,0,0,1,yes,yes,49005.0,graduate,physical education,someone else,0,pretty happy,exciting
66.0,0,0,1,yes,yes,11798.0,graduate,veterinary medicine,someone else,1,pretty happy,routine
66.0,0,0,1,yes,no,,lt high school,,someone else,0,very happy,routine
56.0,1,0,1,yes,yes,23595.0,high school,,someone else,0,pretty happy,routine
24.0,1,1,0,yes,yes,,high school,,someone else,1,not too happy,dull
60.0,1,1,0,yes,,49005.0,high school,,someone else,0,pretty happy,
33.0,1,0,1,yes,,,high school,,someone else,0,pretty happy,
40.0,1,1,0,yes,no,,lt high school,,someone else,0,pretty happy,exciting
59.0,1,1,0,yes,yes,19965.0,bachelor,education,someone else,0,very happy,exciting
19.0,0,0,1,yes,,,lt high school,,,1,very happy,
48.0,1,0,1,yes,no,39930.0,lt high school,,someone else,0,pretty happy,routine
41.0,1,1,0,yes,yes,39930.0,graduate,educational administration,someone else,1,pretty happy,exciting
41.0,0,1,0,yes,,72600.0,high school,,someone else,0,very happy,
80.0,1,0,1,yes,,,high school,,someone else,0,not too happy,dull
28.0,0,1,0,yes,,23595.0,high school,,someone else,0,very happy,
41.0,1,0,1,no,no,2541.0,bachelor,education,someone else,0,very happy,routine
35.0,1,1,0,yes,no,23595.0,high school,,someone else,0,pretty happy,routine
51.0,1,1,0,yes,no,,high school,,someone else,0,not too happy,routine
26.0,1,1,0,yes,no,5445.0,high school,,someone else,0,not too happy,routine
19.0,0,1,0,yes,no,1452.0,high school,,someone else,0,not too happy,dull
18.0,1,1,0,yes,,,high school,,someone else,0,pretty happy,
55.0,1,1,0,yes,yes,23595.0,junior college,accounting/bookkeeping,someone else,0,pretty happy,exciting
31.0,1,1,0,yes,no,11798.0,junior college,health,someone else,0,very happy,routine
58.0,0,1,0,yes,,,high school,,someone else,0,very happy,
58.0,0,0,1,yes,yes,,high school,,self-employed,0,not too happy,routine
76.0,1,1,0,yes,no,,junior college,business administration,someone else,0,pretty happy,exciting
72.0,0,0,1,no,,32670.0,lt high school,,someone else,1,pretty happy,
69.0,1,0,1,yes,no,,graduate,education,someone else,0,very happy,routine
52.0,1,0,1,yes,,27225.0,bachelor,marketing,someone else,0,very happy,
65.0,1,0,1,yes,yes,,high school,,someone else,0,pretty happy,routine
76.0,0,0,1,yes,no,,high school,,someone else,0,very happy,routine
49.0,0,0,1,yes,,27225.0,high school,,someone else,0,pretty happy,
33.0,0,1,0,yes,no,17242.0,bachelor,business administration,someone else,0,pretty happy,exciting
39.0,1,1,0,yes,no,6534.0,high school,,someone else,0,not too happy,routine
44.0,1,1,0,yes,yes,23595.0,high school,,someone else,0,not too happy,routine
36.0,1,0,1,yes,yes,59895.0,junior college,nursing,self-employed,0,pretty happy,exciting
43.0,0,0,0,yes,no,,junior college,art,someone else,1,pretty happy,exciting
73.0,1,0,1,yes,no,,high school,,someone else,1,pretty happy,routine
58.0,0,1,0,yes,,,lt high school,,someone else,0,pretty happy,
30.0,0,1,0,yes,no,15428.0,high school,,someone else,1,very happy,exciting
48.0,0,1,0,yes,no,15428.0,high school,,someone else,0,pretty happy,exciting
57.0,1,0,1,yes,,,high school,,someone else,0,not too happy,
47.0,0,1,0,yes,yes,39930.0,high school,,someone else,1,not too happy,exciting
67.0,0,1,0,yes,no,,high school,,someone else,1,not too happy,routine
69.0,1,1,0,yes,no,,bachelor,business administration,someone else,0,pretty happy,exciting
25.0,1,1,0,yes,no,,bachelor,accounting/bookkeeping,someone else,0,pretty happy,exciting
55.0,1,0,1,yes,,27225.0,high school,,someone else,0,very happy,
21.0,1,0,1,yes,no,9982.0,high school,,someone else,0,pretty happy,exciting
58.0,1,1,0,yes,yes,15428.0,high school,,someone else,1,not too happy,routine
52.0,0,0,1,yes,yes,32670.0,bachelor,computer science,self-employed,1,pretty happy,exciting
63.0,1,0,1,yes,no,49005.0,graduate,education,someone else,0,very happy,exciting
86.0,0,0,1,yes,,,graduate,business administration,someone else,0,pretty happy,
55.0,1,0,0,no,,,high school,,someone else,0,pretty happy,routine
39.0,1,1,0,yes,,6534.0,high school,,self-employed,0,pretty happy,
19.0,0,1,0,yes,yes,8168.0,high school,,someone else,0,very happy,exciting
50.0,1,0,1,yes,yes,,high school,,someone else,1,not too happy,exciting
37.0,1,1,0,yes,,,high school,,someone else,1,not too happy,
41.0,0,0,1,yes,yes,32670.0,bachelor,art,someone else,0,pretty happy,exciting
37.0,0,0,1,yes,,189211.0,bachelor,engineering,someone else,0,very happy,
86.0,0,0,1,yes,yes,,bachelor,history,self-employed,0,very happy,exciting
67.0,1,0,1,yes,yes,11798.0,high school,,self-employed,0,pretty happy,exciting
80.0,0,0,1,no,,,high school,,self-employed,0,very happy,
32.0,0,0,1,yes,no,59895.0,bachelor,environmental science/ecology,someone else,0,pretty happy,routine
56.0,1,0,1,yes,yes,,high school,,self-employed,1,not too happy,routine
48.0,0,1,0,no,no,49005.0,junior college,business administration,someone else,0,not too happy,exciting
65.0,0,0,1,yes,,27225.0,high school,,self-employed,0,pretty happy,routine
73.0,1,0,1,yes,yes,,high school,,someone else,0,pretty happy,routine
57.0,0,0,1,yes,,49005.0,high school,,self-employed,1,pretty happy,
78.0,0,0,1,yes,yes,19965.0,high school,,someone else,0,very happy,routine
52.0,1,0,1,yes,yes,,high school,,someone else,0,pretty happy,exciting
56.0,0,0,1,yes,,27225.0,high school,,someone else,0,pretty happy,
61.0,0,0,1,yes,no,,high school,,someone else,1,very happy,exciting
50.0,0,0,1,yes,no,32670.0,bachelor,theology,someone else,0,very happy,exciting
25.0,0,0,1,yes,,39930.0,junior college,nursing,someone else,0,pretty happy,
45.0,1,1,0,yes,yes,11798.0,bachelor,business administration,someone else,1,not too happy,exciting
28.0,0,1,0,yes,no,,high school,,someone else,1,very happy,exciting
,0,0,1,yes,,15428.0,high school,,someone else,0,pretty happy,
62.0,1,0,1,yes,,,high school,,someone else,0,pretty happy,routine
37.0,1,0,1,yes,no,39930.0,junior college,health,someone else,0,pretty happy,exciting
45.0,0,0,1,yes,,19965.0,high school,,someone else,0,pretty happy,
57.0,0,0,1,yes,yes,,lt high school,,someone else,1,not too happy,routine
53.0,1,0,1,yes,no,23595.0,high school,,someone else,0,very happy,exciting
49.0,0,0,1,yes,no,,high school,,someone else,0,pretty happy,routine
67.0,0,0,1,yes,,116160.0,bachelor,business administration,someone else,0,very happy,
24.0,0,0,1,yes,yes,4719.0,high school,,someone else,1,pretty happy,dull
44.0,1,0,1,yes,no,,graduate,education,someone else,1,pretty happy,routine
35.0,1,0,1,yes,,27225.0,high school,,someone else,0,pretty happy,
22.0,1,0,1,yes,,,high school,,someone else,0,pretty happy,
33.0,0,1,0,yes,yes,8168.0,high school,,someone else,1,pretty happy,exciting
71.0,1,0,1,yes,yes,27225.0,graduate,business administration,someone else,0,pretty happy,routine
42.0,1,0,0,yes,yes,32670.0,high school,,someone else,1,very happy,exciting
76.0,0,0,1,yes,no,,high school,,someone else,0,not too happy,routine
62.0,1,1,0,yes,,,high school,,someone else,1,very happy,
51.0,1,0,1,yes,no,,lt high school,,someone else,1,very happy,exciting
58.0,1,0,1,yes,no,39930.0,junior college,nursing,someone else,0,pretty happy,routine
64.0,1,0,1,yes,no,,high school,,someone else,1,not too happy,exciting
85.0,1,0,1,yes,no,,lt high school,,self-employed,0,not too happy,routine
36.0,0,0,1,yes,,,high school,,someone else,1,pretty happy,
38.0,0,0,1,yes,no,,junior college,nursing,someone else,1,pretty happy,routine
69.0,1,0,1,yes,,,high school,,someone else,0,pretty happy,
58.0,1,0,1,yes,no,13612.0,high school,,someone else,0,very happy,exciting
72.0,0,0,1,yes,yes,,high school,,someone else,0,pretty happy,exciting
73.0,1,0,1,yes,,,lt high school,,someone else,1,not too happy,
75.0,1,0,1,yes,no,,high school,,someone else,1,pretty happy,exciting
79.0,1,0,1,yes,no,,high school,,someone else,1,pretty happy,
49.0,1,0,1,yes,no,,bachelor,education,someone else,0,pretty happy,routine
22.0,1,1,0,yes,,,bachelor,human services/human resources,,1,not too happy,
70.0,1,0,1,yes,no,15428.0,high school,,someone else,0,pretty happy,routine
69.0,0,0,1,yes,,,graduate,human services/human resources,someone else,1,very happy,
52.0,0,0,1,yes,no,49005.0,graduate,theology,someone else,0,pretty happy,dull
63.0,1,0,1,yes,yes,15428.0,junior college,nursing,someone else,0,pretty happy,routine
46.0,0,1,0,yes,,,high school,,someone else,0,not too happy,
53.0,1,1,0,yes,,27225.0,high school,,someone else,0,pretty happy,
25.0,1,1,0,yes,yes,3993.0,high school,,someone else,1,very happy,exciting
54.0,1,1,0,yes,no,,high school,,someone else,1,not too happy,routine
42.0,0,1,0,yes,,,high school,,someone else,1,pretty happy,
66.0,0,0,1,yes,yes,,lt high school,,someone else,1,pretty happy,routine
39.0,1,1,0,yes,yes,13612.0,high school,,someone else,0,pretty happy,routine
28.0,0,1,0,yes,yes,1452.0,high school,,someone else,1,not too happy,routine
58.0,0,0,1,yes,,,high school,,someone else,1,pretty happy,
55.0,0,0,1,yes,no,,high school,,someone else,0,not too happy,routine
55.0,1,1,0,yes,,32670.0,bachelor,communications/speech,someone else,0,pretty happy,
55.0,0,1,0,yes,no,,high school,,someone else,0,pretty happy,routine
64.0,1,1,0,yes,no,,bachelor,business administration,someone else,0,very happy,routine
22.0,1,0,1,yes,,1452.0,high school,,someone else,0,pretty happy,
62.0,0,0,1,yes,,189211.0,bachelor,engineering,someone else,0,very happy,
62.0,0,0,1,yes,yes,27225.0,high school,,someone else,1,very happy,routine
79.0,1,0,1,yes,,,high school,,someone else,0,pretty happy,routine
80.0,1,0,1,yes,no,,graduate,education,someone else,1,very happy,exciting
22.0,0,0,1,yes,,5445.0,high school,,someone else,0,pretty happy,
42.0,1,0,1,yes,no,,high school,,someone else,0,not too happy,exciting
72.0,0,0,1,yes,yes,,lt high school,,someone else,1,pretty happy,exciting
47.0,0,0,0,no,,19965.0,high school,,someone else,0,pretty happy,routine
46.0,0,0,1,yes,yes,13612.0,bachelor,business administration,self-employed,1,not too happy,dull
57.0,1,0,1,no,yes,32670.0,high school,,someone else,0,pretty happy,routine
35.0,0,0,1,yes,,32670.0,high school,,someone else,0,pretty happy,
23.0,0,1,0,yes,yes,,high school,,someone else,1,pretty happy,exciting
33.0,0,0,1,yes,,2541.0,high school,,someone else,0,very happy,
70.0,1,0,1,yes,,,high school,,self-employed,0,not too happy,routine
58.0,0,0,1,yes,,59895.0,bachelor,communications/speech,someone else,0,not too happy,
25.0,0,0,0,yes,yes,,lt high school,,,0,not too happy,routine
33.0,0,0,1,yes,yes,189211.0,graduate,business administration,someone else,0,very happy,exciting
49.0,1,0,1,yes,,189211.0,graduate,medicine,someone else,0,very happy,
52.0,0,0,1,yes,yes,189211.0,graduate,biology,self-employed,0,very happy,routine
65.0,0,0,1,yes,,72600.0,graduate,business administration,someone else,0,pretty happy,
70.0,1,0,1,no,no,49005.0,graduate,administrative science/public administration,someone else,1,pretty happy,exciting
44.0,0,0,1,yes,,19965.0,lt high school,,someone else,0,pretty happy,
26.0,0,0,1,yes,no,,high school,,someone else,1,pretty happy,exciting
58.0,1,0,1,yes,no,,lt high school,,someone else,0,not too happy,routine
62.0,0,0,1,no,,,high school,,someone else,0,not too happy,
57.0,0,0,1,yes,no,15428.0,high school,,someone else,0,very happy,exciting
51.0,0,0,1,yes,,59895.0,high school,,someone else,0,not too happy,
27.0,0,0,1,yes,no,27225.0,high school,,someone else,0,pretty happy,exciting
46.0,0,0,1,yes,,27225.0,high school,,someone else,1,not too happy,
69.0,1,0,1,yes,no,9982.0,junior college,education,someone else,0,pretty happy,routine
67.0,0,0,1,yes,,,high school,,someone else,0,pretty happy,
60.0,1,0,1,yes,yes,,high school,,someone else,1,pretty happy,dull
61.0,0,0,1,yes,yes,32670.0,high school,,someone else,0,not too happy,routine
61.0,0,0,1,yes,,49005.0,high school,,someone else,0,pretty happy,
37.0,0,0,1,no,yes,,high school,,someone else,0,pretty happy,exciting
74.0,1,0,1,yes,,,lt high school,,someone else,1,pretty happy,
83.0,1,0,1,yes,no,,high school,,someone else,0,pretty happy,routine
42.0,1,0,1,yes,yes,2541.0,high school,,someone else,0,very happy,routine
39.0,0,0,1,yes,,72600.0,graduate,engineering,someone else,0,pretty happy,
29.0,0,0,0,no,,49005.0,bachelor,communications/speech,someone else,0,pretty happy,
85.0,0,0,1,yes,,,graduate,law,self-employed,0,pretty happy,
78.0,0,0,1,yes,no,,graduate,engineering,someone else,0,pretty happy,exciting
23.0,1,0,1,yes,,,bachelor,education,someone else,0,very happy,
41.0,1,0,1,yes,no,15428.0,bachelor,foreign language,someone else,0,not too happy,exciting
71.0,1,0,1,yes,,,high school,,someone else,0,pretty happy,
24.0,0,0,1,yes,yes,32670.0,high school,,someone else,0,pretty happy,routine
86.0,1,0,1,yes,,,high school,,someone else,0,very happy,
42.0,0,0,1,yes,yes,4719.0,high school,,someone else,1,not too happy,dull
59.0,0,0,1,yes,yes,32670.0,high school,,someone else,1,pretty happy,exciting
37.0,1,0,1,yes,,,junior college,child/human/family development,someone else,1,pretty happy,
67.0,1,0,1,yes,no,,bachelor,education,someone else,0,very happy,exciting
67.0,1,0,1,yes,no,11798.0,high school,,someone else,0,very happy,routine
63.0,0,0,1,yes,,6534.0,junior college,theology,someone else,1,pretty happy,
58.0,1,0,1,yes,no,1452.0,high school,,someone else,0,very happy,routine
19.0,0,0,1,yes,,4719.0,lt high school,,someone else,0,not too happy,
27.0,1,1,0,yes,no,,lt high school,,someone else,1,pretty happy,dull
47.0,1,0,1,yes,yes,,high school,,someone else,1,very happy,routine
22.0,1,1,0,yes,,,high school,,someone else,0,pretty happy,
21.0,1,1,0,yes,no,,high school,,,0,pretty happy,routine
35.0,0,0,1,yes,no,19965.0,high school,,self-employed,0,pretty happy,exciting
40.0,0,0,1,yes,no,,high school,,someone else,1,not too happy,dull
82.0,1,0,1,yes,,,high school,,someone else,1,pretty happy,
38.0,1,0,1,yes,no,,high school,,someone else,0,very happy,exciting
32.0,0,0,1,yes,yes,19965.0,bachelor,marketing,someone else,0,not too happy,exciting
64.0,1,1,0,yes,yes,49005.0,junior college,health,someone else,0,very happy,exciting
41.0,1,0,1,yes,yes,49005.0,bachelor,political science/international relations,someone else,0,pretty happy,exciting
62.0,1,0,1,yes,yes,19965.0,graduate,business administration,someone else,0,pretty happy,routine
52.0,0,0,1,yes,yes,32670.0,high school,,someone else,1,not too happy,dull
52.0,0,0,1,yes,yes,87120.0,graduate,administrative science/public administration,someone else,0,pretty happy,routine
86.0,0,0,1,yes,yes,,graduate,theology,someone else,0,pretty happy,routine
42.0,0,0,1,yes,yes,39930.0,graduate,business administration,someone else,0,pretty happy,exciting
41.0,1,0,1,yes,no,11798.0,high school,,someone else,0,not too happy,routine
23.0,0,0,1,yes,yes,,high school,,someone else,0,pretty happy,exciting
50.0,1,0,1,yes,,,high school,,someone else,0,very happy,
46.0,0,0,1,yes,no,49005.0,graduate,business administration,someone else,0,pretty happy,routine
39.0,1,0,1,yes,,32670.0,bachelor,education,someone else,0,pretty happy,
66.0,1,0,1,yes,yes,27225.0,high school,,someone else,0,pretty happy,exciting
45.0,1,0,1,yes,,,high school,,self-employed,1,not too happy,
42.0,0,0,1,yes,no,32670.0,high school,,someone else,0,very happy,exciting
33.0,0,0,1,yes,no,49005.0,high school,,self-employed,0,very happy,exciting
36.0,0,0,1,yes,,,high school,,someone else,1,pretty happy,
63.0,1,0,1,yes,no,,junior college,food science/nutrition/culinary arts,someone else,0,very happy,exciting
60.0,1,0,1,yes,,,junior college,business administration,someone else,1,pretty happy,
22.0,0,1,0,yes,no,1452.0,bachelor,business administration,someone else,0,very happy,exciting
53.0,0,0,1,yes,,,bachelor,mathmatics,someone else,0,pretty happy,exciting
81.0,0,0,1,yes,,,high school,,someone else,0,very happy,
35.0,1,0,1,yes,no,15428.0,high school,,someone else,0,pretty happy,routine
65.0,1,0,1,yes,no,6534.0,high school,,self-employed,0,pretty happy,routine
31.0,1,0,1,yes,yes,,bachelor,sociology,someone else,1,not too happy,exciting
56.0,1,0,1,yes,yes,,high school,,someone else,0,not too happy,routine
61.0,1,0,1,yes,yes,9982.0,high school,,someone else,0,very happy,exciting
48.0,1,0,1,yes,,,high school,,someone else,0,pretty happy,
32.0,0,0,1,yes,no,32670.0,high school,,someone else,0,pretty happy,routine
33.0,0,0,0,no,,8168.0,high school,,someone else,0,pretty happy,
29.0,1,0,1,yes,no,1452.0,lt high school,,someone else,1,not too happy,routine
52.0,0,0,1,yes,,,high school,,someone else,0,not too happy,
50.0,1,0,1,yes,no,,high school,,someone else,0,pretty happy,routine
31.0,1,0,1,yes,,,high school,,someone else,0,very happy,
